"prov","urban","sex","age","marital","education","length_stay","employment","income","sat_education","sat_job","sat_income","sat_health","sat_family","sat_leisure","sat_social","sat_safety","sat_environment","sat_home","happy"
"Papua","Rural","Male","51-60","Married","Medium","41-60","Employed","1.5M-2.5M",4,9,7,8,8,7,8,8,9,6,7
"Sumatera Utara","Urban","Female","51-60","Married","Medium","21-40","Employed",">4M",7,8,8,7,8,7,8,8,8,9,9
"Jawa Tengah","Urban","Female",">60","Not married","Medium","21-40","Unemployed",NA,8,NA,7,7,7,7,7,7,8,7,8
"Aceh","Urban","Female",">60","Not married","Medium","21-40","Unemployed",NA,8,NA,7,5,10,9,8,8,9,8,8
"Jawa Tengah","Urban","Male","41-50","Married","Medium","<=20","Employed","2.5M-4M",7,6,8,8,8,8,7,8,7,7,7
"Maluku","Rural","Male","31-40","Married","Medium","<=20","Employed","<1M",7,9,8,8,10,7,6,5,7,8,10
"Sumatera Utara","Urban","Male","21-30","Married","Medium","<=20","Employed","2.5M-4M",9,9,8,8,10,8,8,8,8,9,7
"Sumatera Utara","Rural","Male","31-40","Married","Medium","<=20","Employed","1.5M-2.5M",4,6,6,7,7,7,8,9,9,6,8
"Sumatera Selatan","Rural","Male","31-40","Married","Medium","21-40","Employed","1.5M-2.5M",6,8,9,8,10,7,7,7,8,10,9
"Jawa Timur","Rural","Male","41-50","Married","Low","41-60","Unemployed",NA,8,NA,8,8,8,8,3,9,8,8,8
"Papua Barat","Rural","Male","31-40","Married","Medium","21-40","Employed","2.5M-4M",6,7,7,8,7,7,5,8,6,7,8
"Dki Jakarta","Urban","Male","31-40","Married","Medium","21-40","Employed","2.5M-4M",9,8,8,9,8,8,9,9,9,8,8
"Jambi","Rural","Female","51-60","Married","Low","41-60","Employed","2.5M-4M",8,8,8,8,9,8,9,9,9,9,8
"Sumatera Selatan","Rural","Female",">60","Not married","Low","<=20","Employed","<1M",5,7,3,8,9,8,9,9,9,3,7
"Sumatera Utara","Urban","Female","51-60","Married","Medium","<=20","Employed","<1M",4,10,4,8,8,8,8,8,8,9,8
"Papua Barat","Urban","Female",">60","Married","High","21-40","Employed",">4M",8,8,8,8,8,7,8,6,7,8,8
"Jawa Barat","Urban","Male","51-60","Married","Low","41-60","Unemployed",NA,6,NA,3,6,7,7,8,8,7,7,6
"Sulawesi Selatan","Rural","Female","31-40","Married","Medium","21-40","Unemployed",NA,6,NA,7,7,8,7,8,9,8,8,8
"Aceh","Rural","Female","41-50","Married","Medium","<=20","Employed","<1M",6,7,7,10,10,7,10,10,9,6,8
"Kalimantan Selatan","Rural","Male","21-30","Married","Medium","<=20","Employed","2.5M-4M",7,10,7,9,10,10,10,8,10,10,10
"Kalimantan Utara","Rural","Male","51-60","Married","Low","41-60","Employed","1M-1.5M",7,8,8,9,9,7,7,9,8,8,8
"Papua","Rural","Male","41-50","Married","Low","41-60","Employed","1.5M-2.5M",6,7,6,7,7,7,5,7,8,5,8
"Papua Barat","Rural","Female","51-60","Married","Low","41-60","Employed","<1M",9,8,5,10,10,8,8,8,8,7,8
"Sumatera Selatan","Urban","Male","41-50","Married","Low","21-40","Employed",">4M",5,9,9,1,9,9,10,2,9,10,9
"Sulawesi Utara","Rural","Male","51-60","Married","Low","<=20","Employed","1M-1.5M",10,10,6,6,10,8,10,10,10,10,10
"Jawa Tengah","Urban","Female","41-50","Married","Medium","<=20","Employed","<1M",7,4,7,8,8,8,8,6,8,8,8
"Kalimantan Selatan","Urban","Female","31-40","Married","Low","<=20","Unemployed",NA,3,NA,9,8,9,10,8,6,9,10,10
"Papua Barat","Urban","Female","21-30","Married","Low","<=20","Unemployed",NA,5,NA,9,10,10,10,9,8,10,7,10
"Aceh","Rural","Female","41-50","Married","Medium","41-60","Employed","1M-1.5M",6,7,6,8,8,9,8,8,8,7,6
"Jawa Barat","Urban","Male","41-50","Married","Low","<=20","Employed","1M-1.5M",8,8,8,8,8,8,8,8,8,8,7
"Sulawesi Selatan","Urban","Male","41-50","Married","Low","<=20","Employed","2.5M-4M",7,7,8,9,8,8,8,8,8,8,8
"Jawa Barat","Urban","Male","41-50","Married","Medium","<=20","Employed",">4M",7,9,8,9,9,8,7,7,7,9,10
"Nusa Tenggara Timur","Rural","Male","31-40","Not married","Low","21-40","Employed","<1M",0,5,4,3,1,1,0,9,7,5,3
"Sumatera Utara","Rural","Male","21-30","Married","Medium","21-40","Employed","1.5M-2.5M",7,7,7,7,7,7,7,8,7,8,7
"Papua","Urban","Female","41-50","Not married","Medium","21-40","Employed","2.5M-4M",8,9,10,9,10,7,10,9,10,10,10
"Maluku Utara","Rural","Male",">60","Married","Low","61-80","Employed","1M-1.5M",8,9,10,7,10,10,10,10,10,10,10
"Sulawesi Selatan","Rural","Male","41-50","Married","Medium","21-40","Employed","1.5M-2.5M",8,8,8,8,8,7,8,9,8,8,9
"Jawa Tengah","Rural","Female","51-60","Married","High","41-60","Employed",">4M",10,10,10,10,10,9,8,9,9,8,9
"Banten","Urban","Female","31-40","Married","Medium","<=20","Unemployed",NA,8,NA,6,8,9,9,9,8,9,8,9
"Jawa Timur","Urban","Male","51-60","Married","Low","41-60","Employed","<1M",7,8,7,8,9,8,9,9,9,8,9
"Nusa Tenggara Barat","Rural","Male","41-50","Married","Low","<=20","Employed","1.5M-2.5M",2,8,5,8,9,8,10,10,8,7,8
"Kalimantan Barat","Urban","Male",">60","Married","High","41-60","Employed",">4M",8,8,8,8,8,7,6,8,10,8,8
"Jawa Timur","Urban","Female","41-50","Married","Low","41-60","Unemployed",NA,5,NA,6,7,7,7,8,7,7,7,7
"Sulawesi Tenggara","Rural","Male","31-40","Married","Medium","21-40","Employed","1.5M-2.5M",8,7,2,8,8,8,8,9,8,7,8
"Sumatera Utara","Rural","Male","31-40","Married","Medium","<=20","Employed","2.5M-4M",7,9,7,9,9,9,9,9,9,9,9
"Bali","Urban","Male","51-60","Married","Medium","<=20","Employed","2.5M-4M",3,8,7,8,8,7,8,8,8,8,8
"Nusa Tenggara Timur","Rural","Female","51-60","Married","Low","21-40","Employed","1M-1.5M",6,6,6,10,10,9,7,10,8,6,9
"Dki Jakarta","Urban","Female","41-50","Married","Low","<=20","Unemployed",NA,2,NA,5,9,10,6,7,8,9,9,9
"Riau","Urban","Male",">60","Married","Medium","<=20","Unemployed",NA,7,NA,10,10,10,10,9,10,9,10,10
"Kalimantan Selatan","Rural","Male","51-60","Married","Low","41-60","Employed","2.5M-4M",5,7,7,8,8,7,9,10,9,8,9
"Papua Barat","Urban","Male","31-40","Married","Medium","<=20","Employed",">4M",5,6,6,7,8,6,6,6,6,7,9
"Sumatera Selatan","Urban","Female","41-50","Married","Low","21-40","Unemployed",NA,7,NA,5,8,8,7,9,5,7,10,7
"Lampung","Rural","Male","51-60","Married","Medium","41-60","Employed","2.5M-4M",7,3,3,6,8,7,10,7,9,3,9
"Jawa Tengah","Urban","Male","41-50","Married","Medium","41-60","Employed",">4M",7,9,8,9,9,8,9,9,9,9,9
"Aceh","Urban","Female","41-50","Married","Low","21-40","Employed","<1M",6,7,7,8,8,6,8,7,8,8,8
"Lampung","Urban","Male",">60","Married","Low","41-60","Employed","1M-1.5M",4,7,7,7,8,7,7,7,8,5,7
"Jawa Tengah","Rural","Female","31-40","Married","High","<=20","Unemployed",NA,4,NA,4,8,8,8,8,8,8,9,8
"Nusa Tenggara Timur","Rural","Male","41-50","Married","Low","41-60","Employed","1M-1.5M",6,7,7,7,7,7,7,7,8,6,7
"Kalimantan Selatan","Rural","Female",">60","Not married","Low","<=20","Unemployed",NA,3,NA,7,8,9,9,8,8,9,7,8
"Nusa Tenggara Barat","Urban","Female","41-50","Married","Low","<=20","Employed","1.5M-2.5M",5,8,7,8,8,7,7,8,8,7,7
"Sumatera Utara","Rural","Female","31-40","Married","Medium","<=20","Employed","1.5M-2.5M",8,7,7,8,8,9,9,8,8,8,6
"Nusa Tenggara Timur","Urban","Female","31-40","Married","Medium","<=20","Employed","1.5M-2.5M",9,8,8,8,9,7,9,8,9,9,10
"Papua Barat","Urban","Female",">60","Not married","Low","21-40","Unemployed",NA,4,NA,7,6,8,7,7,7,8,8,7
"Maluku Utara","Urban","Female","31-40","Married","High","<=20","Unemployed",NA,10,NA,10,10,10,10,10,10,10,10,10
"Jawa Barat","Rural","Male","41-50","Married","Medium","41-60","Employed","2.5M-4M",7,8,6,10,10,7,10,10,9,7,6
"Sulawesi Utara","Urban","Male","41-50","Married","Medium","41-60","Employed",">4M",7,7,7,8,9,8,9,9,9,8,9
"Aceh","Urban","Male","51-60","Married","High","<=20","Employed",">4M",7,9,9,9,9,9,7,9,9,9,9
"Kalimantan Barat","Rural","Male",">60","Married","Low","21-40","Employed","1M-1.5M",3,7,7,5,10,8,10,10,10,7,7
"Jawa Timur","Urban","Female",">60","Not married","Low","61-80","Unemployed",NA,2,NA,4,6,6,6,7,7,7,6,6
"Gorontalo","Rural","Female","31-40","Married","Low","21-40","Unemployed",NA,10,NA,8,9,10,10,8,9,10,10,10
"Sulawesi Utara","Urban","Male","41-50","Married","Medium","<=20","Employed","2.5M-4M",8,10,8,10,10,8,10,10,10,10,9
"Sulawesi Selatan","Urban","Male","31-40","Married","Medium","21-40","Employed","1M-1.5M",10,10,10,10,8,10,10,10,10,8,10
"Bali","Urban","Male","51-60","Married","High","41-60","Employed",">4M",10,10,8,8,9,7,8,9,8,9,8
"Jawa Timur","Rural","Male","41-50","Married","Low","41-60","Employed","2.5M-4M",8,9,8,9,9,8,6,8,7,8,7
"Riau","Rural","Male","51-60","Married","Low","<=20","Employed","2.5M-4M",7,10,9,10,10,9,9,9,7,7,9
"Jawa Barat","Rural","Male","21-30","Married","Low","21-40","Employed","1M-1.5M",6,7,7,8,8,7,8,8,8,7,8
"Sulawesi Tenggara","Urban","Female","31-40","Not married","Low","<=20","Employed","2.5M-4M",7,6,2,8,9,7,7,7,10,8,7
"Aceh","Rural","Male","41-50","Married","Low","<=20","Employed","1M-1.5M",6,8,8,9,8,9,9,8,9,8,8
"Riau","Urban","Female","21-30","Married","Medium","<=20","Unemployed",NA,10,NA,8,8,10,10,10,10,10,8,10
"Sumatera Utara","Rural","Female",">60","Married","Medium","21-40","Unemployed",NA,7,NA,8,8,8,7,8,8,8,7,8
"Kalimantan Timur","Urban","Male","31-40","Married","Medium","<=20","Employed",">4M",6,8,7,8,7,8,7,8,8,9,8
"Dki Jakarta","Urban","Female","41-50","Not married","High","21-40","Employed",">4M",9,8,8,9,9,8,9,8,8,8,8
"Nusa Tenggara Barat","Urban","Female","41-50","Married","Medium","21-40","Employed","1.5M-2.5M",7,7,7,7,8,7,7,8,8,8,7
"Sulawesi Tengah","Rural","Female","41-50","Married","Medium","41-60","Unemployed",NA,7,NA,5,8,10,8,6,8,10,7,7
"Sumatera Utara","Rural","Female",">60","Not married","Medium","<=20","Unemployed",NA,5,NA,5,4,8,6,8,8,7,6,7
"Lampung","Urban","Male","41-50","Married","High","<=20","Employed",">4M",7,10,8,8,10,9,8,10,10,9,10
"Sumatera Utara","Urban","Female","41-50","Married","Medium","<=20","Unemployed",NA,5,NA,6,8,10,10,5,8,10,6,7
"Dki Jakarta","Urban","Female","31-40","Married","Medium","21-40","Unemployed",NA,10,NA,7,10,10,9,10,8,10,8,7
"Sulawesi Tengah","Rural","Female","51-60","Married","Low","41-60","Employed","<1M",4,7,5,6,8,7,8,10,10,8,6
"Sumatera Utara","Rural","Female","21-30","Married","Medium","<=20","Unemployed",NA,10,NA,7,9,9,10,9,9,9,9,10
"Jambi","Rural","Female","41-50","Not married","Medium","<=20","Employed","1M-1.5M",6,6,7,8,7,7,8,8,7,6,7
"Sumatera Selatan","Urban","Female","41-50","Married","High","<=20","Employed","2.5M-4M",6,7,6,7,8,8,8,7,8,6,7
"Aceh","Rural","Female","21-30","Married","Medium","<=20","Unemployed",NA,6,NA,6,8,10,10,8,8,10,7,7
"Di Yogyakarta","Urban","Female","21-30","Not married","Medium","<=20","Employed","<1M",7,9,2,9,10,8,8,6,8,8,8
"Papua","Rural","Female","21-30","Married","Medium","21-40","Employed","2.5M-4M",8,3,7,7,8,8,8,4,4,4,8
"Jawa Timur","Rural","Male","51-60","Married","Medium","41-60","Employed","2.5M-4M",8,8,8,7,8,8,8,8,8,8,8
"Jawa Tengah","Rural","Female","31-40","Married","Medium","<=20","Unemployed",NA,4,NA,6,5,10,9,8,7,6,6,7
"Sulawesi Selatan","Rural","Female","51-60","Married","Low","41-60","Employed","1M-1.5M",7,8,8,8,9,8,9,8,8,7,7
"Nusa Tenggara Timur","Rural","Female","41-50","Married","Low","<=20","Employed","<1M",5,5,3,7,10,9,5,10,5,4,6
"Sumatera Barat","Urban","Female","41-50","Not married","Medium","<=20","Employed","2.5M-4M",7,6,6,8,8,7,8,8,7,7,7
"Sumatera Utara","Rural","Female","51-60","Married","Low","<=20","Employed","2.5M-4M",7,8,9,8,8,7,8,8,8,8,8
"Bali","Rural","Male",">60","Married","High","21-40","Employed","2.5M-4M",8,7,6,9,7,8,8,9,7,8,8
"Sumatera Utara","Rural","Female","31-40","Married","Medium","<=20","Employed","2.5M-4M",7,8,5,8,8,5,7,7,10,8,7
"Jawa Tengah","Rural","Female","31-40","Married","Low","21-40","Employed","<1M",7,7,7,8,8,8,9,9,8,2,5
"Jawa Tengah","Rural","Female",">60","Married","Low","61-80","Unemployed",NA,6,NA,6,8,8,7,8,8,8,8,7
"Aceh","Rural","Male","41-50","Not married","Low","<=20","Employed","<1M",3,6,6,8,10,7,10,8,10,6,10
"Kepulauan Bangka Belitung","Rural","Female","41-50","Married","Low","<=20","Employed","1.5M-2.5M",4,4,3,4,7,6,7,8,7,4,6
"Papua Barat","Urban","Male","41-50","Married","High","<=20","Employed",">4M",8,9,9,9,9,8,8,8,8,8,9
"Maluku","Rural","Male",">60","Married","Low","41-60","Employed","<1M",7,8,6,8,9,7,9,7,8,7,7
"Riau","Rural","Male","31-40","Married","Low","<=20","Employed","1.5M-2.5M",4,7,5,8,10,6,8,3,8,7,6
"Sulawesi Utara","Urban","Male",">60","Married","Low","21-40","Employed","1.5M-2.5M",6,7,9,5,6,6,8,9,6,6,6
"Sulawesi Tenggara","Rural","Male",">60","Not married","Medium","61-80","Employed","<1M",8,6,8,9,9,8,10,10,10,10,8
"Sumatera Barat","Urban","Female","31-40","Married","Medium","<=20","Unemployed",NA,2,NA,3,10,10,6,5,2,9,5,8
"Kepulauan Bangka Belitung","Urban","Male","51-60","Not married","Medium","41-60","Unemployed",NA,7,NA,5,8,7,7,9,8,9,8,8
"Jawa Barat","Rural","Male","21-30","Married","Medium","21-40","Employed","1M-1.5M",6,5,7,5,8,7,5,9,7,5,5
"Sulawesi Utara","Rural","Female","31-40","Married","Medium","<=20","Unemployed",NA,7,NA,8,8,9,8,8,8,8,7,9
"Kalimantan Barat","Rural","Female","31-40","Married","Low","<=20","Employed","<1M",10,10,10,10,8,6,7,8,8,7,6
"Nusa Tenggara Barat","Rural","Female","31-40","Married","Low","21-40","Unemployed",NA,10,NA,8,9,9,9,9,9,8,7,9
"Jawa Timur","Urban","Male","51-60","Married","High","<=20","Unemployed",NA,8,NA,7,8,8,8,7,8,8,8,8
"Sulawesi Tengah","Rural","Female",">60","Married","Low",">80","Employed","<1M",10,5,5,10,10,10,10,10,10,10,10
"Sumatera Utara","Rural","Female","21-30","Married","High","<=20","Employed","<1M",9,8,8,9,9,8,8,8,9,9,9
"Gorontalo","Urban","Female","51-60","Married","Medium","21-40","Employed","2.5M-4M",10,10,10,10,10,10,10,10,10,10,10
"Lampung","Urban","Female","41-50","Married","Low","21-40","Unemployed",NA,6,NA,9,8,8,9,7,7,7,7,7
"Jambi","Urban","Female","51-60","Married","Low","21-40","Employed","<1M",7,8,8,8,9,8,9,9,10,8,8
"Nusa Tenggara Timur","Rural","Female","31-40","Married","Medium","21-40","Unemployed",NA,7,NA,8,8,8,7,9,9,8,9,9
"Sulawesi Utara","Rural","Female","21-30","Married","Medium","21-40","Employed","1.5M-2.5M",7,10,7,10,10,6,9,8,10,7,8
"Banten","Rural","Male","41-50","Married","Medium","41-60","Employed",">4M",4,9,9,8,9,9,1,9,9,4,9
"Jambi","Urban","Female","41-50","Married","Medium","21-40","Unemployed",NA,6,NA,8,8,8,8,9,8,8,8,9
"Riau","Rural","Male",">60","Married","Medium","21-40","Employed",">4M",7,9,7,9,9,9,10,10,10,10,9
"Sumatera Barat","Urban","Female","21-30","Married","Medium","21-40","Employed","1M-1.5M",6,4,3,8,10,8,9,9,10,3,8
"Kalimantan Timur","Urban","Female","51-60","Married","Medium","<=20","Unemployed",NA,8,NA,8,8,8,8,7,8,8,8,8
"Sumatera Utara","Rural","Female",">60","Not married","Low","41-60","Employed","<1M",4,5,4,6,7,6,5,7,7,4,4
"Jawa Timur","Rural","Male","41-50","Married","High","41-60","Employed","2.5M-4M",8,8,8,8,9,8,9,9,9,9,9
"Jawa Timur","Urban","Female","41-50","Married","Medium","<=20","Unemployed",NA,5,NA,8,9,9,7,6,5,9,8,10
"Kepulauan Bangka Belitung","Urban","Female","31-40","Married","High","<=20","Employed","1.5M-2.5M",9,8,8,8,9,8,9,8,9,9,7
"Papua","Urban","Female","31-40","Married","Low","<=20","Unemployed",NA,7,NA,8,8,9,9,8,8,8,10,9
"Sulawesi Tengah","Rural","Female","51-60","Married","High","41-60","Employed","1.5M-2.5M",8,8,8,8,8,8,10,7,0,8,10
"Nusa Tenggara Timur","Urban","Female","41-50","Married","Low","<=20","Unemployed",NA,6,NA,6,10,8,9,10,10,10,8,8
"Lampung","Urban","Male",">60","Married","Low","21-40","Unemployed",NA,8,NA,5,6,8,7,8,7,8,6,7
"Sulawesi Selatan","Rural","Female","51-60","Not married","Low","21-40","Unemployed",NA,2,NA,5,2,7,5,9,9,10,5,7
"Kalimantan Timur","Urban","Male","41-50","Married","Medium","41-60","Employed",">4M",8,8,8,8,9,8,8,7,9,9,9
"Kepulauan Riau","Urban","Male",">60","Married","Low","<=20","Employed","2.5M-4M",8,8,8,9,9,9,7,9,8,8,8
"Banten","Urban","Female","21-30","Married","Medium","<=20","Unemployed",NA,6,NA,6,8,8,8,7,7,7,6,7
"Kalimantan Barat","Rural","Female",">60","Married","Low","61-80","Employed","<1M",7,6,5,7,9,10,10,10,10,10,8
"Sumatera Barat","Urban","Male","31-40","Not married","Medium","<=20","Employed","1M-1.5M",7,7,7,8,8,8,7,8,9,7,7
"Jawa Timur","Urban","Female","51-60","Married","Medium","41-60","Unemployed",NA,8,NA,5,9,10,8,10,10,10,10,10
"Nusa Tenggara Barat","Rural","Female","51-60","Married","Low","<=20","Employed","<1M",5,8,8,10,10,8,9,10,9,8,8
"Kepulauan Riau","Rural","Male","51-60","Married","Low","21-40","Employed","1M-1.5M",4,8,8,8,8,7,8,9,8,8,8
"Lampung","Rural","Male",">60","Married","Low","61-80","Employed","1.5M-2.5M",7,8,7,7,8,7,7,7,8,8,7
"Kalimantan Barat","Rural","Female","<=20","Married","Low","<=20","Employed","2.5M-4M",6,7,8,7,8,6,8,9,7,7,8
"Jawa Barat","Urban","Female","41-50","Married","Medium","41-60","Unemployed",NA,6,NA,7,7,7,7,7,7,7,7,7
"Sulawesi Selatan","Rural","Male","41-50","Married","Medium","<=20","Employed","<1M",7,6,5,8,8,7,7,9,9,7,8
"Banten","Urban","Male","31-40","Not married","Medium","<=20","Employed","2.5M-4M",6,7,6,7,8,6,7,6,7,7,7
"Aceh","Urban","Female",">60","Not married","Low","41-60","Unemployed",NA,8,NA,6,8,9,7,8,8,8,7,7
"Maluku Utara","Rural","Female","31-40","Married","Low","<=20","Unemployed",NA,8,NA,10,10,9,9,8,10,8,8,9
"Sulawesi Barat","Rural","Male","41-50","Married","Medium","21-40","Employed","1M-1.5M",8,8,4,10,10,8,9,10,6,8,10
"Bengkulu","Rural","Male","51-60","Married","Low","21-40","Employed","2.5M-4M",5,8,3,4,5,8,10,10,10,5,8
"Kalimantan Barat","Urban","Female","51-60","Married","Medium","<=20","Unemployed",NA,7,NA,7,8,8,9,8,9,8,8,6
"Jawa Barat","Urban","Male","51-60","Married","Medium","<=20","Unemployed",NA,6,NA,4,8,8,5,8,8,8,7,7
"Sumatera Utara","Urban","Female",">60","Married","Medium","61-80","Unemployed",NA,8,NA,7,8,2,8,8,9,9,7,6
"Kalimantan Barat","Rural","Male","41-50","Married","Low","21-40","Employed","1M-1.5M",0,10,10,10,10,8,8,10,5,5,8
"Jawa Timur","Urban","Female","31-40","Married","Low","21-40","Employed","<1M",6,7,7,7,7,7,8,8,8,8,8
"Lampung","Urban","Female","31-40","Married","Medium","<=20","Employed","1M-1.5M",6,8,7,8,10,8,9,8,8,8,8
"Jawa Tengah","Urban","Male","51-60","Married","Low","41-60","Employed","<1M",2,3,4,8,8,7,8,9,8,5,7
"Sulawesi Barat","Urban","Male","31-40","Married","High","<=20","Employed","2.5M-4M",9,8,8,8,9,6,9,9,9,10,8
"Lampung","Rural","Male","31-40","Married","Low","<=20","Employed","<1M",2,10,7,10,10,7,10,10,10,9,10
"Banten","Urban","Male","41-50","Married","Medium","41-60","Employed","<1M",4,8,4,6,8,7,9,10,9,8,9
"Kalimantan Selatan","Rural","Male",">60","Married","Low","21-40","Employed","<1M",6,7,7,5,6,7,7,8,7,6,7
"Jawa Tengah","Rural","Female","31-40","Married","Medium","21-40","Unemployed",NA,8,NA,10,10,7,8,9,9,9,8,7
"Papua","Urban","Male","41-50","Not married","Medium","<=20","Employed","2.5M-4M",7,7,6,8,5,8,10,10,9,8,5
"Kalimantan Barat","Urban","Male",">60","Married","Low","21-40","Employed","1.5M-2.5M",7,8,8,8,9,9,7,8,9,9,9
"Lampung","Rural","Female","41-50","Married","Medium","<=20","Employed","<1M",4,7,5,10,9,4,8,8,9,4,10
"Bali","Urban","Female","51-60","Married","Low","41-60","Unemployed",NA,7,NA,7,3,7,7,7,8,9,8,6
"Jawa Timur","Urban","Male","51-60","Married","Medium","21-40","Employed","1M-1.5M",8,8,8,8,8,8,8,9,8,7,7
"Riau","Urban","Male",">60","Married","High","21-40","Unemployed",NA,8,NA,9,8,8,8,8,8,8,8,8
"Nusa Tenggara Timur","Rural","Male","51-60","Married","Medium","<=20","Employed","1M-1.5M",10,10,4,8,6,9,5,8,7,2,6
"Sumatera Utara","Urban","Female","31-40","Not married","Low","21-40","Employed","<1M",2,5,4,6,8,7,8,7,7,4,8
"Bengkulu","Rural","Male","51-60","Married","Low","21-40","Employed","1M-1.5M",7,8,8,7,8,8,9,9,9,8,8
"Nusa Tenggara Timur","Rural","Male","41-50","Married","Medium","<=20","Employed","1.5M-2.5M",7,8,7,8,8,7,8,8,9,7,7
"Lampung","Rural","Female","51-60","Not married","Low","41-60","Employed","1M-1.5M",6,5,6,6,8,7,6,6,7,6,6
"Sulawesi Selatan","Rural","Male","41-50","Married","Medium","21-40","Employed","2.5M-4M",6,7,7,8,8,8,8,9,8,7,7
"Sumatera Barat","Rural","Male","31-40","Married","Medium","<=20","Employed",">4M",7,8,8,8,8,8,8,8,8,8,9
"Jawa Barat","Rural","Male","41-50","Not married","Low","41-60","Employed","1.5M-2.5M",2,3,4,8,6,7,7,7,7,3,6
"Maluku Utara","Urban","Female","31-40","Married","Medium","<=20","Employed","2.5M-4M",10,10,9,10,10,8,7,9,8,8,10
"Jawa Tengah","Rural","Male","31-40","Married","High","<=20","Unemployed",NA,9,NA,8,8,8,8,8,8,8,9,9
"Sulawesi Utara","Rural","Female","31-40","Married","Low","<=20","Unemployed",NA,8,NA,10,10,10,9,10,10,10,9,9
"Papua Barat","Rural","Male","31-40","Married","High","<=20","Employed","2.5M-4M",8,10,3,10,10,10,10,10,10,10,10
"Lampung","Rural","Male",">60","Married","Low","41-60","Employed","<1M",1,3,3,8,10,6,8,8,8,3,3
"Jambi","Rural","Female","31-40","Married","Medium","<=20","Unemployed",NA,7,NA,6,7,8,8,8,8,6,5,10
"Nusa Tenggara Barat","Rural","Male","21-30","Married","Medium","21-40","Employed",">4M",8,5,4,8,10,10,7,10,8,6,7
"Nusa Tenggara Timur","Rural","Male","41-50","Married","Low","41-60","Employed","1M-1.5M",5,8,7,8,8,8,8,9,8,8,9
"Papua","Urban","Male","51-60","Married","Medium","<=20","Employed","2.5M-4M",5,7,8,8,10,8,9,7,8,8,6
"Jawa Timur","Rural","Male","41-50","Married","Low","<=20","Employed","<1M",8,7,7,8,8,8,9,8,9,7,8
"Nusa Tenggara Timur","Rural","Female",">60","Not married","Low","21-40","Employed","<1M",5,8,5,8,8,8,8,8,8,6,7
"Sumatera Barat","Urban","Male","51-60","Married","High","<=20","Employed",">4M",7,8,8,9,8,7,7,9,9,8,9
"Jawa Tengah","Urban","Male",">60","Married","Low","21-40","Employed","1M-1.5M",8,9,8,9,8,8,8,8,8,9,8
"Jambi","Rural","Female","41-50","Not married","Medium","41-60","Unemployed",NA,5,NA,7,8,9,10,8,10,9,10,8
"Jawa Timur","Rural","Male","51-60","Not married","Low","41-60","Employed","1M-1.5M",6,7,7,7,5,7,6,7,8,7,7
"Maluku Utara","Rural","Female","<=20","Married","Medium","<=20","Employed","<1M",5,5,6,6,9,10,10,10,10,10,10
"Jambi","Rural","Male","41-50","Married","Medium","<=20","Employed",">4M",9,10,10,8,10,8,9,9,9,10,10
"Kalimantan Selatan","Rural","Male","31-40","Married","Low","21-40","Employed","2.5M-4M",5,10,8,10,10,5,10,5,10,10,10
